id,character,bucket
0757,针,一级字表
0758,钉,一级字表
0759,牡,一级字表
0760,告,一级字表
0761,我,一级字表
0762,乱,一级字表
0763,利,一级字表
0764,秃,一级字表
0765,秀,一级字表
0766,私,一级字表
0767,每,一级字表
0768,兵,一级字表
0769,估,一级字表
0770,体,一级字表
0771,何,一级字表
0772,佐,一级字表
0773,佑,一级字表
0774,但,一级字表
0965,押,一级字表
0966,抽,一级字表
0967,拐,一级字表
0968,拖,一级字表
0969,者,一级字表
0970,拍,一级字表
0971,顶,一级字表
0972,拆,一级字表
0973,拎,一级字表
0974,拥,一级字表
0975,抵,一级字表
0976,拘,一级字表
0977,势,一级字表
0978,抱,一级字表
0979,拄,一级字表
0980,垃,一级字表
0981,拉,一级字表
0982,拦,一级字表
0983,幸,一级字表
0984,拌,一级字表
0985,拧,一级字表
0986,拂,一级字表
0987,拙,一级字表
0988,招,一级字表
0989,坡,一级字表
0990,披,一级字表
0991,拨,一级字表
0992,择,一级字表
0993,抬,一级字表
0994,拇,一级字表
0995,拗,一级字表
0996,其,一级字表
0997,取,一级字表
0998,茉,一级字表
0999,苦,一级字表
1000,昔,一级字表
1001,苛,一级字表
1002,若,一级字表
1193,昏,一级字表
1194,鱼,一级字表
1195,兔,一级字表
1196,狐,一级字表
1197,忽,一级字表
1198,狗,一级字表
1199,狞,一级字表
1200,备,一级字表
1201,饰,一级字表
1202,饱,一级字表
1203,饲,一级字表
1204,变,一级字表
1205,京,一级字表
1206,享,一级字表
1207,庞,一级字表
1208,店,一级字表
1209,夜,一级字表
1210,庙,一级字表
1211,府,一级字表
1212,底,一级字表
1213,疟,一级字表
1214,疙,一级字表
1215,疚,一级字表
1216,剂,一级字表
1217,卒,一级字表
1218,郊,一级字表
1219,庚,一级字表
1220,废,一级字表
1221,净,一级字表
1222,盲,一级字表
1223,放,一级字表
1224,刻,一级字表
1225,育,一级字表
1226,氓,一级字表
1227,闸,一级字表
1228,闹,一级字表
1229,郑,一级字表
1230,券,一级字表
1421,荔,一级字表
1422,南,一级字表
1423,药,一级字表
1424,标,一级字表
1425,栈,一级字表
1426,柑,一级字表
1427,枯,一级字表
1428,柄,一级字表
1429,栋,一级字表
1430,相,一级字表
1431,查,一级字表
1432,柏,一级字表
1433,栅,一级字表
1434,柳,一级字表
1435,柱,一级字表
1436,柿,一级字表
1437,栏,一级字表
1438,柠,一级字表
1439,树,一级字表
1440,勃,一级字表
1441,要,一级字表
1442,柬,一级字表
1443,咸,一级字表
1444,威,一级字表
1445,歪,一级字表
1446,研,一级字表
1447,砖,一级字表
1448,厘,一级字表
1449,厚,一级字表
1450,砌,一级字表
1451,砂,一级字表
1452,泵,一级字表
1453,砚,一级字表
1454,砍,一级字表
1455,面,一级字表
1456,耐,一级字表
1457,耍,一级字表
1458,牵,一级字表
1649,娄,一级字表
1650,前,一级字表
1651,首,一级字表
1652,逆,一级字表
1653,兹,一级字表
1654,总,一级字表
1655,炼,一级字表
1656,炸,一级字表
1657,烁,一级字表
1658,炮,一级字表
1659,炫,一级字表
1660,烂,一级字表
1661,剃,一级字表
1662,洼,一级字表
1663,洁,一级字表
1664,洪,一级字表
1665,洒,一级字表
1666,柒,一级字表
1667,浇,一级字表
1668,浊,一级字表
1669,洞,一级字表
1670,测,一级字表
1671,洗,一级字表
1672,活,一级字表
1673,派,一级字表
1674,洽,一级字表
1675,染,一级字表
1676,洛,一级字表
1677,浏,一级字表
1678,济,一级字表
1679,洋,一级字表
1680,洲,一级字表
1681,浑,一级字表
1682,浓,一级字表
1683,津,一级字表
1684,恃,一级字表
1685,恒,一级字表
1686,恢,一级字表
1877,顿,一级字表
1878,毙,一级字表
1879,致,一级字表
1880,柴,一级字表
1881,桌,一级字表
1882,虑,一级字表
1883,监,一级字表
1884,紧,一级字表
1885,党,一级字表
1886,逞,一级字表
1887,晒,一级字表
1888,眠,一级字表
1889,晓,一级字表
1890,哮,一级字表
1891,唠,一级字表
1892,鸭,一级字表
1893,晃,一级字表
1894,哺,一级字表
1895,晌,一级字表
1896,剔,一级字表
1897,晕,一级字表
1898,蚌,一级字表
1899,畔,一级字表
1900,蚣,一级字表
1901,蚊,一级字表
1902,蚪,一级字表
1903,蚓,一级字表
1904,哨,一级字表
1905,哩,一级字表
1906,圃,一级字表
1907,哭,一级字表
1908,哦,一级字表
1909,恩,一级字表
1910,鸯,一级字表
1911,唤,一级字表
1912,唁,一级字表
1913,哼,一级字表
1914,唧,一级字表
2105,容,一级字表
2106,宰,一级字表
2107,案,一级字表
2108,请,一级字表
2109,朗,一级字表
2110,诸,一级字表
2111,诺,一级字表
2112,读,一级字表
2113,扇,一级字表
2114,诽,一级字表
2115,袜,一级字表
2116,袖,一级字表
2117,袍,一级字表
2118,被,一级字表
2119,祥,一级字表
2120,课,一级字表
2121,冥,一级字表
2122,谁,一级字表
2123,调,一级字表
2124,冤,一级字表
2125,谅,一级字表
2126,谆,一级字表
2127,谈,一级字表
2128,谊,一级字表
2129,剥,一级字表
2130,恳,一级字表
2131,展,一级字表
2132,剧,一级字表
2133,屑,一级字表
2134,弱,一级字表
2135,陵,一级字表
2136,祟,一级字表
2137,陶,一级字表
2138,陷,一级字表
2139,陪,一级字表
2140,娱,一级字表
2141,娟,一级字表
2142,恕,一级字表
2333,停,一级字表
2334,偏,一级字表
2335,躯,一级字表
2336,兜,一级字表
2337,假,一级字表
2338,衅,一级字表
2339,徘,一级字表
2340,徙,一级字表
2341,得,一级字表
2342,衔,一级字表
2343,盘,一级字表
2344,舶,一级字表
2345,船,一级字表
2346,舵,一级字表
2347,斜,一级字表
2348,盒,一级字表
2349,鸽,一级字表
2350,敛,一级字表
2351,悉,一级字表
2352,欲,一级字表
2353,彩,一级字表
2354,领,一级字表
2355,脚,一级字表
2356,脖,一级字表
2357,脯,一级字表
2358,豚,一级字表
2359,脸,一级字表
2360,脱,一级字表
2361,象,一级字表
2362,够,一级字表
2363,逸,一级字表
2364,猜,一级字表
2365,猪,一级字表
2366,猎,一级字表
2367,猫,一级字表
2368,凰,一级字表
2369,猖,一级字表
2370,猛,一级字表
2561,葵,一级字表
2562,棒,一级字表
2563,棱,一级字表
2564,棋,一级字表
2565,椰,一级字表
2566,植,一级字表
2567,森,一级字表
2568,焚,一级字表
2569,椅,一级字表
2570,椒,一级字表
2571,棵,一级字表
2572,棍,一级字表
2573,椎,一级字表
2574,棉,一级字表
2575,棚,一级字表
2576,棕,一级字表
2577,棺,一级字表
2578,榔,一级字表
2579,椭,一级字表
2580,惠,一级字表
2581,惑,一级字表
2582,逼,一级字表
2583,粟,一级字表
2584,棘,一级字表
2585,酣,一级字表
2586,酥,一级字表
2587,厨,一级字表
2588,厦,一级字表
2589,硬,一级字表
2590,硝,一级字表
2591,确,一级字表
2592,硫,一级字表
2593,雁,一级字表
2594,殖,一级字表
2595,裂,一级字表
2596,雄,一级字表
2597,颊,一级字表
2598,雳,一级字表
2789,雇,一级字表
2790,裕,一级字表
2791,裤,一级字表
2792,裙,一级字表
2793,禅,一级字表
2794,禄,一级字表
2795,谢,一级字表
2796,谣,一级字表
2797,谤,一级字表
2798,谦,一级字表
2799,犀,一级字表
2800,属,一级字表
2801,屡,一级字表
2802,强,一级字表
2803,粥,一级字表
2804,疏,一级字表
2805,隔,一级字表
2806,隙,一级字表
2807,隘,一级字表
2808,媒,一级字表
2809,絮,一级字表
2810,嫂,一级字表
2811,媚,一级字表
2812,婿,一级字表
2813,登,一级字表
2814,缅,一级字表
2815,缆,一级字表
2816,缉,一级字表
2817,缎,一级字表
2818,缓,一级字表
2819,缔,一级字表
2820,缕,一级字表
2821,骗,一级字表
2822,编,一级字表
2823,骚,一级字表
2824,缘,一级字表
2825,瑟,一级字表
2826,鹉,一级字表
3017,溯,一级字表
3018,滨,一级字表
3019,溶,一级字表
3020,溺,一级字表
3021,粱,一级字表
3022,滩,一级字表
3023,慎,一级字表
3024,誉,一级字表
3025,塞,一级字表
3026,寞,一级字表
3027,窥,一级字表
3028,窟,一级字表
3029,寝,一级字表
3030,谨,一级字表
3031,褂,一级字表
3032,裸,一级字表
3033,福,一级字表
3034,谬,一级字表
3035,群,一级字表
3036,殿,一级字表
3037,辟,一级字表
3038,障,一级字表
3039,媳,一级字表
3040,嫉,一级字表
3041,嫌,一级字表
3042,嫁,一级字表
3043,叠,一级字表
3044,缚,一级字表
3045,缝,一级字表
3046,缠,一级字表
3047,缤,一级字表
3048,剿,一级字表
3049,静,一级字表
3050,碧,一级字表
3051,璃,一级字表
3052,赘,一级字表
3053,熬,一级字表
3054,墙,一级字表
3245,蝶,一级字表
3246,蝴,一级字表
3247,蝠,一级字表
3248,蝎,一级字表
3249,蝌,一级字表
3250,蝗,一级字表
3251,蝙,一级字表
3252,嘿,一级字表
3253,嘱,一级字表
3254,幢,一级字表
3255,墨,一级字表
3256,镇,一级字表
3257,镐,一级字表
3258,镑,一级字表
3259,靠,一级字表
3260,稽,一级字表
3261,稻,一级字表
3262,黎,一级字表
3263,稿,一级字表
3264,稼,一级字表
3265,箱,一级字表
3266,篓,一级字表
3267,箭,一级字表
3268,篇,一级字表
3269,僵,一级字表
3270,躺,一级字表
3271,僻,一级字表
3272,德,一级字表
3273,艘,一级字表
3274,膝,一级字表
3275,膛,一级字表
3276,鲤,一级字表
3277,鲫,一级字表
3278,熟,一级字表
3279,摩,一级字表
3280,褒,一级字表
3281,瘪,一级字表
3282,瘤,一级字表
3433,臀,一级字表
3434,臂,一级字表
3435,翼,一级字表
3436,骤,一级字表
3437,藕,一级字表
3438,鞭,一级字表
3439,藤,一级字表
3440,覆,一级字表
3441,瞻,一级字表
3442,蹦,一级字表
3443,嚣,一级字表
3444,镰,一级字表
3445,翻,一级字表
3446,鳍,一级字表
3447,鹰,一级字表
3448,瀑,一级字表
3449,襟,一级字表
3450,璧,一级字表
0103,屯,一级字表
0104,戈,一级字表
0105,比,一级字表
0106,互,一级字表
0107,切,一级字表
0108,瓦,一级字表
0109,止,一级字表
0110,少,一级字表
0111,曰,一级字表
0112,日,一级字表
0113,中,一级字表
0114,贝,一级字表
0115,冈,一级字表
0116,内,一级字表
0117,水,一级字表
0118,见,一级字表
0119,午,一级字表
0120,牛,一级字表
0121,手,一级字表
0122,气,一级字表
0123,毛,一级字表
0124,壬,一级字表
0125,升,一级字表
0126,夭,一级字表
0127,长,一级字表
0128,仁,一级字表
0129,什,一级字表
0130,片,一级字表
0131,仆,一级字表
0132,化,一级字表
0133,仇,一级字表
0134,币,一级字表
0135,仍,一级字表
0136,仅,一级字表
0319,训,一级字表
0320,议,一级字表
0321,必,一级字表
0322,讯,一级字表
0323,记,一级字表
0324,永,一级字表
0325,司,一级字表
0326,尼,一级字表
0327,民,一级字表
0328,弗,一级字表
0329,弘,一级字表
0330,出,一级字表
0331,辽,一级字表
0332,奶,一级字表
0333,奴,一级字表
0334,召,一级字表
0335,加,一级字表
0336,皮,一级字表
0337,边,一级字表
0338,孕,一级字表
0339,发,一级字表
0340,圣,一级字表
0341,对,一级字表
0342,台,一级字表
0343,矛,一级字表
0344,纠,一级字表
0345,母,一级字表
0346,幼,一级字表
0347,丝,一级字表
0348,邦,一级字表
0349,式,一级字表
0350,迂,一级字表
0351,刑,一级字表
0352,戎,一级字表
0353,动,一级字表
0354,扛,一级字表
0355,寺,一级字表
0356,吉,一级字表
0547,宅,一级字表
0548,字,一级字表
0549,安,一级字表
0550,讲,一级字表
0551,讳,一级字表
0552,军,一级字表
0553,讶,一级字表
0554,许,一级字表
0555,讹,一级字表
0556,论,一级字表
0557,讼,一级字表
0558,农,一级字表
0559,讽,一级字表
0560,设,一级字表
0561,访,一级字表
0562,诀,一级字表
0563,寻,一级字表
0564,那,一级字表
0565,迅,一级字表
0566,尽,一级字表
0567,导,一级字表
0568,异,一级字表
0569,弛,一级字表
0570,孙,一级字表
0571,阵,一级字表
0572,阳,一级字表
0573,收,一级字表
0574,阶,一级字表
0575,阴,一级字表
0576,防,一级字表
0577,奸,一级字表
0578,如,一级字表
0579,妇,一级字表
0580,妃,一级字表
0581,好,一级字表
0582,她,一级字表
0583,妈,一级字表
0584,戏,一级字表
0775,伸,一级字表
0776,佃,一级字表
0777,作,一级字表
0778,伯,一级字表
0779,伶,一级字表
0780,佣,一级字表
0781,低,一级字表
0782,你,一级字表
0783,住,一级字表
0784,位,一级字表
0785,伴,一级字表
0786,身,一级字表
0787,皂,一级字表
0788,伺,一级字表
0789,佛,一级字表
0790,囱,一级字表
0791,近,一级字表
0792,彻,一级字表
0793,役,一级字表
0794,返,一级字表
0795,余,一级字表
0796,希,一级字表
0797,坐,一级字表
0798,谷,一级字表
0799,妥,一级字表
0800,含,一级字表
0801,邻,一级字表
0802,岔,一级字表
0803,肝,一级字表
0804,肛,一级字表
0805,肚,一级字表
0806,肘,一级字表
0807,肠,一级字表
0808,龟,一级字表
0809,甸,一级字表
0810,免,一级字表
0811,狂,一级字表
0812,犹,一级字表
1003,茂,一级字表
1004,苹,一级字表
1005,苗,一级字表
1006,英,一级字表
1007,苟,一级字表
1008,苑,一级字表
1009,苞,一级字表
1010,范,一级字表
1011,直,一级字表
1012,茁,一级字表
1013,茄,一级字表
1014,茎,一级字表
1015,苔,一级字表
1016,茅,一级字表
1017,枉,一级字表
1018,林,一级字表
1019,枝,一级字表
1020,杯,一级字表
1021,枢,一级字表
1022,柜,一级字表
1023,枚,一级字表
1024,析,一级字表
1025,板,一级字表
1026,松,一级字表
1027,枪,一级字表
1028,枫,一级字表
1029,构,一级字表
1030,杭,一级字表
1031,杰,一级字表
1032,述,一级字表
1033,枕,一级字表
1034,丧,一级字表
1035,或,一级字表
1036,画,一级字表
1037,卧,一级字表
1038,事,一级字表
1039,刺,一级字表
1040,枣,一级字表
1231,卷,一级字表
1232,单,一级字表
1233,炬,一级字表
1234,炒,一级字表
1235,炊,一级字表
1236,炕,一级字表
1237,炎,一级字表
1238,炉,一级字表
1239,沫,一级字表
1240,浅,一级字表
1241,法,一级字表
1242,泄,一级字表
1243,沽,一级字表
1244,河,一级字表
1245,沾,一级字表
1246,泪,一级字表
1247,沮,一级字表
1248,油,一级字表
